name,family,score_sig,filter,top_n,sizing,universe,regime,dual_mom,alpha_full,alpha_is,alpha_oos,cagr_full,cagr_oos,sharpe_full,sortino,max_dd,calmar,hit_rate,ybs,turnover,final_score
F1_full_mom1_sma200_t2_rank_7030,1,mom1,sma200,2,rank_7030,full,False,False,0.0473009488357945,0.05470013401105511,0.09948734274186188,0.1546432826919646,0.24857042243901084,0.809443928201549,1.0549472849866013,-0.32728462076448805,0.4725039701857697,0.5412306404353285,9,19.789473684210527,-0.621922091570786
F1_full_mom1_sma200_t2_rank_6040,1,mom1,sma200,2,rank_6040,full,False,False,0.04759652595273889,0.05001878089898759,0.10141868570119761,0.15493885980890898,0.25050176539834657,0.8290929383163774,1.0703211944816,-0.313860582887465,0.4936550438525836,0.544579321892005,10,19.473684210526315,-0.5972244747400359
F1_full_mom1_sma200_t2_adaptive,1,mom1,sma200,2,adaptive,full,False,False,0.05097552620177814,0.058946459098758064,0.11103837305557152,0.15831786005794823,0.2601214527527205,0.7910281864247602,1.0395309680704252,-0.3594300652113339,0.4404691632149975,0.5426956885726245,11,20.31578947368421,-0.6355387864810085
F1_full_mom1_sma200_t3_equal,1,mom1,sma200,3,equal,full,False,False,0.013537158356434542,0.021692972840779756,0.04016146415648558,0.12087949221260463,0.18924454385363454,0.7354500126888238,0.9269222550762877,-0.2887153168575064,0.41868056578468243,0.5477187107576392,8,17.912280701754387,-0.5757279674369816
F1_full_mom1_sma200_t3_rank_603010,1,mom1,sma200,3,rank_603010,full,False,False,0.03794005903930309,0.04519782966491115,0.08452523703548986,0.14528239289547318,0.23360831673263882,0.7940904420079782,1.0219653299285791,-0.3153618967644969,0.46068467492750353,0.5433235663457514,8,19.357894736842105,-0.6161423126566457
F1_full_mom1_sma200_t3_rank_503020,1,mom1,sma200,3,rank_503020,full,False,False,0.028023945266416384,0.03587299707756131,0.06715621541993455,0.13536627912258647,0.2162392951170835,0.7730046759306917,0.9843259163737691,-0.3025059550776239,0.4474830225667825,0.5452071996651319,9,18.83157894736842,-0.5969033821936388
F1_full_mom1_sma150_t1_top1,1,mom1,sma150,1,top1,full,False,False,0.0314064929181761,0.0468090295480863,0.09223165481444595,0.1387488267743462,0.2413147345115949,0.6676162934490669,0.8869820935090386,-0.37938937869130207,0.36571616014385583,0.5366262034323985,10,20.736842105263158,-0.6938359886868252
F1_full_mom1_sma150_t2_equal,1,mom1,sma150,2,equal,full,False,False,0.06869376302171504,0.08585647675346286,0.10193208952866795,0.17603609687788513,0.2510151692258169,0.9396688133448983,1.2149565593721783,-0.30311166978561965,0.5807631788059805,0.5489744663038928,12,19.05263157894737,-0.5404662301415053
F1_full_mom1_sma150_t2_rank_7030,1,mom1,sma150,2,rank_7030,full,False,False,0.0544551093759853,0.0709726795634511,0.09869539891317691,0.1617974432321554,0.24777847861032587,0.8324709877489759,1.0882265930375559,-0.3294069173509063,0.49117803758746786,0.54227710339054,10,19.72631578947368,-0.6074228989396222
F1_full_mom1_sma150_t2_rank_6040,1,mom1,sma150,2,rank_6040,full,False,False,0.06171922279154041,0.07858666659874669,0.10040605874035857,0.1690615566477105,0.24948913843750753,0.8878699667871444,1.1538449904032666,-0.3156613736516869,0.5355788536682339,0.5464629552113855,11,19.389473684210525,-0.5735889456116257
F1_full_mom1_sma150_t2_adaptive,1,mom1,sma150,2,adaptive,full,False,False,0.0470042746727104,0.0535415873199383,0.11200936302835474,0.1543466085288805,0.2610924427255037,0.7660936461409715,1.003992557363335,-0.36220736489578187,0.4261277474942861,0.5426956885726245,10,20.189473684210526,-0.6395235395644217
F1_full_mom1_sma150_t3_equal,1,mom1,sma150,3,equal,full,False,False,0.02962387392864163,0.04226116152657178,0.05215909941478225,0.13696620778481172,0.2012421791119312,0.8084569856218614,1.0275664704121779,-0.2887153168575062,0.474398827452617,0.5481372959397237,9,18.035087719298243,-0.55562013767311
F1_full_mom1_sma150_t3_rank_603010,1,mom1,sma150,3,rank_603010,full,False,False,0.04517615893220772,0.06365286230195921,0.07533122884519261,0.1525184927883778,0.22441430854234157,0.8208592435679948,1.0618703652626376,-0.3168695631778313,0.481328945761769,0.544579321892005,8,19.42105263157895,-0.6151486496594126
F1_full_mom1_sma150_t3_rank_503020,1,mom1,sma150,3,rank_503020,full,False,False,0.03706203789175877,0.05477570907771656,0.06022113656985928,0.14440437174792886,0.20930421626700824,0.8097571376933881,1.0380861480311767,-0.3059164974273574,0.4720385234608636,0.5464629552113855,9,18.957894736842107,-0.5961715890078043
F1_full_mom1_ema200_t1_top1,1,mom1,ema200,1,top1,full,False,False,0.029484927255122084,0.05315470146462853,0.06977773889738947,0.13682726111129218,0.21886081859453843,0.6610770161141352,0.8781608225819111,-0.37999956244790634,0.3600721543726768,0.5349518627040603,10,20.63157894736842,-0.6970585234326667
F1_full_mom1_ema200_t2_equal,1,mom1,ema200,2,equal,full,False,False,0.05859249950107359,0.07035883428625045,0.09030374334965785,0.16593483335724368,0.2393868230468068,0.903592455909756,1.1601788992342281,-0.3361359525096338,0.4936539281750527,0.5481372959397237,10,19.315789473684212,-0.577090903545052
F1_full_mom1_ema200_t2_rank_7030,1,mom1,ema200,2,rank_7030,full,False,False,0.047678964579229266,0.06431138788843116,0.08267389498042599,0.15502129843539936,0.23175697467757495,0.8087389468457643,1.0513229504001913,-0.35331569854817846,0.438761422355142,0.5414399330263708,10,19.842105263157894,-0.6242890878578421
